time,super,crypto,combined
2026-07-04 12:22,66581.67,14512.35,81094.02
2026-07-04 13:22,66581.67,14512.35,81094.02
2026-07-04 14:23,66581.67,14512.35,81094.02
2026-07-04 15:23,66581.67,14512.35,81094.02
2026-07-04 16:23,66581.67,14512.35,81094.02
2026-07-04 17:24,66581.67,14512.35,81094.02
2026-07-04 18:24,66581.67,14512.35,81094.02
2026-07-04 19:24,66581.67,14512.35,81094.02
2026-07-04 20:25,66581.67,14512.35,81094.02
2026-07-04 21:25,66581.67,14512.35,81094.02
2026-07-04 22:25,66581.67,14512.35,81094.02
2026-07-04 23:25,66581.67,14512.35,81094.02
2026-07-05 00:26,66581.67,14512.35,81094.02
2026-07-05 01:26,66581.67,14512.35,81094.02
2026-07-05 02:26,66581.67,14498.45,81080.12
2026-07-05 03:26,66581.67,14498.45,81080.12
2026-07-05 04:26,66581.67,14498.45,81080.12
2026-07-05 05:26,66581.67,14498.45,81080.12
2026-07-05 06:27,66581.67,14498.45,81080.12
2026-07-05 07:27,66581.67,14498.45,81080.12
2026-07-05 08:27,66581.67,14498.45,81080.12
2026-07-05 09:27,66581.67,14498.45,81080.12
2026-07-05 10:27,66581.67,14498.45,81080.12
2026-07-05 11:28,66581.67,14498.45,81080.12
2026-07-05 12:28,66581.67,14498.45,81080.12
2026-07-05 13:28,66581.67,14498.45,81080.12
2026-07-05 14:28,66581.67,14498.45,81080.12
2026-07-05 15:28,66581.67,14498.45,81080.12
2026-07-05 16:28,66581.67,14498.45,81080.12
2026-07-05 17:28,66581.67,14498.45,81080.12
2026-07-05 18:28,66581.67,14498.45,81080.12
2026-07-05 19:28,66581.67,14498.45,81080.12
2026-07-05 20:29,66581.67,14498.45,81080.12
2026-07-05 21:29,66581.67,14498.45,81080.12
2026-07-05 22:29,66581.67,14498.45,81080.12
2026-07-05 23:29,66581.67,14498.45,81080.12
2026-07-06 00:29,66581.67,14498.45,81080.12
2026-07-06 01:29,66581.67,14498.45,81080.12
2026-07-06 02:29,66581.67,14498.45,81080.12
2026-07-06 03:30,66581.67,14498.45,81080.12
2026-07-06 04:30,66581.67,14498.45,81080.12
2026-07-06 05:30,66581.67,14498.45,81080.12
2026-07-06 06:31,66581.67,14498.45,81080.12
2026-07-06 07:31,66581.67,14498.45,81080.12
2026-07-06 08:31,66581.67,14498.45,81080.12
2026-07-06 09:31,66581.67,14498.45,81080.12
2026-07-06 10:32,66581.67,14498.45,81080.12
2026-07-06 11:32,66581.67,14498.45,81080.12
2026-07-06 12:32,66581.67,14498.45,81080.12
2026-07-06 13:32,66581.67,14498.45,81080.12
2026-07-06 14:32,66581.67,14498.45,81080.12
2026-07-06 15:33,66581.67,14498.45,81080.12
2026-07-06 16:33,66581.67,14498.45,81080.12
2026-07-06 17:33,66581.67,14498.45,81080.12
2026-07-06 18:34,66581.67,14498.45,81080.12
2026-07-06 19:34,66581.67,14498.45,81080.12
2026-07-06 20:34,66581.67,14498.45,81080.12
2026-07-06 21:35,66581.67,14498.45,81080.12
2026-07-06 22:35,66581.67,14498.45,81080.12
2026-07-06 23:35,66581.67,14498.45,81080.12
2026-07-07 00:36,66581.67,14498.45,81080.12
2026-07-07 01:36,66581.67,14498.45,81080.12
2026-07-07 02:36,66581.67,14487.11,81068.78
2026-07-07 03:36,66581.67,14466.27,81047.94
2026-07-07 04:36,66581.67,14443.7,81025.37
2026-07-07 05:36,66581.67,14430.47,81012.14
2026-07-07 06:36,66581.67,14422.88,81004.55
2026-07-07 07:36,66581.67,14407.38,80989.05
2026-07-07 08:36,66581.67,14420.24,81001.91
2026-07-07 09:36,66581.67,14431.6,81013.27
2026-07-07 10:36,66581.67,14420.42,81002.09
2026-07-07 11:36,66581.67,14421.8,81003.47
2026-07-07 12:36,66581.67,14429.21,81010.88
2026-07-07 13:36,66581.67,14418.18,80999.85
2026-07-07 14:36,66581.67,14440.09,81021.76
2026-07-07 15:36,66581.67,14417.13,80998.8
2026-07-07 16:36,66581.67,14391.4,80973.07
2026-07-07 17:36,66581.67,14426.71,81008.38
2026-07-07 18:36,66581.67,14452.94,81034.61
2026-07-07 19:37,66581.67,14453.72,81035.39
2026-07-07 20:37,66581.67,14453.72,81035.39
2026-07-07 21:37,66581.67,14453.72,81035.39
2026-07-07 22:37,66581.67,14453.72,81035.39
2026-07-07 23:37,66581.67,14453.72,81035.39
2026-07-08 00:37,66581.67,14453.72,81035.39
2026-07-08 01:38,66581.67,14453.72,81035.39
2026-07-08 02:38,66581.67,14453.72,81035.39
2026-07-08 03:38,66581.67,14453.72,81035.39
2026-07-08 04:38,66581.67,14453.72,81035.39
2026-07-08 05:39,66581.67,14453.72,81035.39
2026-07-08 06:39,66581.67,14453.72,81035.39
2026-07-08 07:39,66581.67,14453.72,81035.39
2026-07-08 08:39,66581.67,14453.72,81035.39
2026-07-08 09:40,66581.67,14453.72,81035.39
2026-07-08 10:40,66581.67,14453.72,81035.39
2026-07-08 11:40,66581.67,14453.72,81035.39
2026-07-08 12:40,66581.67,14453.72,81035.39
2026-07-08 13:40,66581.67,14453.72,81035.39
2026-07-08 14:40,66581.67,14453.72,81035.39
2026-07-08 15:41,66581.67,14453.72,81035.39
2026-07-08 16:41,66581.67,14453.72,81035.39
2026-07-08 17:41,66581.67,14453.72,81035.39
2026-07-08 18:41,66581.67,14453.72,81035.39
2026-07-08 19:42,66581.67,14453.72,81035.39
2026-07-08 20:42,66581.67,14453.72,81035.39
2026-07-08 21:42,66581.67,14453.72,81035.39
2026-07-08 22:42,66581.67,14453.72,81035.39
